penalty_kill_percentage,shooting_pctg,save_pctg,failed_shots_per_game,saves_per_game,missed_playoffs
78.1,9.0,89.3,28.21,26.1692757,1
78.9,9.4,89.60000000000001,29.4892128,25.874688,1
82.3,8.3,92.0,28.5053118,30.887344000000002,1
82.0,9.4,88.5,26.008813800000002,24.9526635,1
80.5,9.4,90.0,28.0417872,24.79392,0
82.1,10.2,90.2,25.1659112,25.806039600000002,1
84.0,8.9,90.7,31.3294722,21.3476962,0
85.4,9.4,90.8,26.7933192,27.0185388,0
84.4,9.4,89.7,23.6554788,24.6018396,1
81.5,9.8,90.4,25.475997800000002,25.7419424,0
81.4,9.5,90.3,25.9249015,24.6342915,0
84.7,10.2,90.4,23.6108446,28.365712000000002,1
82.6,9.2,91.3,24.936767200000002,26.3545667,1
83.1,8.8,92.0,24.924321600000003,25.804896,0
85.6,10.8,90.5,23.7902644,23.585205000000002,0
78.0,9.6,90.0,25.896255200000002,28.81098,1
85.8,8.9,90.60000000000001,26.9745278,21.887601,0
83.3,8.0,90.7,26.713672000000003,24.8761076,1
85.2,9.9,91.5,24.3709688,27.550467,0
79.9,8.8,91.4,30.006988800000002,26.9183968,0
79.8,8.3,90.0,26.525875600000003,30.193920000000002,1
87.8,7.5,91.3,29.983505,27.0893491,0
83.0,10.7,91.3,26.5830919,29.7059158,0
82.7,10.8,90.60000000000001,25.9006472,27.445186200000002,0
82.3,10.9,92.5,26.9690553,28.4832475,0
81.8,9.7,91.10000000000001,27.5855664,28.607586400000002,1
82.4,9.8,90.8,27.0710044,28.7902284,0
81.5,8.9,90.10000000000001,26.7189923,25.6785,1
74.7,9.4,88.5,28.7599734,26.7766485,1
80.4,8.8,90.9,29.751264000000003,26.8155,0
82.6,9.6,92.2,26.5907984,31.966385399999997,1
78.0,8.9,90.0,25.9746142,29.6451,1
80.6,9.8,90.10000000000001,30.2280044,26.5685078,0
80.6,9.7,91.10000000000001,29.545708499999996,26.0412994,0
78.3,9.7,89.4,32.6511255,24.7921398,0
82.5,8.7,90.5,26.4435842,26.609172,1
83.8,10.0,90.3,24.92559,25.7795664,0
83.4,9.5,89.9,29.169688499999996,26.7617017,0
79.9,8.1,89.4,26.4380677,25.9041864,1
77.5,9.9,90.9,25.3049454,29.575769400000002,1
81.4,10.4,91.10000000000001,25.5141376,26.5745077,0
79.7,9.6,90.60000000000001,27.3515144,27.6108936,0
78.6,9.5,89.1,26.156672,25.0349616,1
82.9,8.5,90.2,26.590815000000003,25.311022,1
83.3,9.2,91.10000000000001,30.118995599999998,24.752507700000002,0
82.1,9.3,90.2,26.2144768,25.0910242,0
87.6,9.5,92.2,24.909582,28.3121306,1
82.8,8.8,91.60000000000001,27.3488736,24.720824800000003,0
76.3,8.6,90.10000000000001,27.7877936,28.777039000000002,1
84.3,9.0,91.3,26.911612,27.278614,1
83.0,9.0,90.5,28.731612000000002,25.891869,0
84.1,9.3,90.0,29.731913500000005,25.792650000000002,0
86.4,7.5,92.2,29.3179675,27.4913662,0
86.6,8.9,92.2,28.752071,28.930516,0
83.0,9.0,91.7,26.034918,29.455874,0
84.3,9.0,90.0,27.033643,25.682940000000002,0
74.7,7.9,89.2,29.999917200000002,26.5424412,1
80.6,9.4,90.2,26.5391862,28.3139604,1
79.4,8.7,91.60000000000001,25.9536684,31.278010799999997,1
80.1,9.0,90.2,26.267969,28.3249648,1
78.8,11.6,91.0,29.031886000000004,28.132286,0
85.3,9.4,90.10000000000001,30.914532,22.612937600000002,0
83.9,8.1,91.4,30.674382,26.8960952,0
77.1,8.7,90.8,27.924470200000002,26.531306,0
86.8,8.9,91.2,27.1633781,27.504552,1
82.3,8.6,91.4,26.193869,26.4390952,1
80.2,10.4,91.3,24.9896192,29.271693000000003,0
78.0,8.9,89.8,25.7857639,29.743556,1
81.6,10.6,91.0,27.6267456,26.845000000000002,0
79.3,9.4,91.10000000000001,27.3125478,30.407358000000002,1
77.4,9.1,90.5,27.979474500000002,28.2426065,1
80.3,9.7,90.7,26.308092300000002,24.997827,0
85.0,9.9,91.9,28.5902617,28.8140503,0
81.7,9.2,90.10000000000001,25.8890776,27.6233085,1
82.7,9.4,90.10000000000001,25.0364946,26.5355312,1
83.4,7.3,90.4,26.4986658,23.7244856,1
83.2,9.3,90.2,26.6348713,28.8199824,1
83.7,9.1,91.9,27.192371400000003,27.0095938,0
82.8,9.8,91.3,28.6550066,27.5124333,0
86.1,8.8,91.7,28.7168736,26.3022193,0
82.6,9.1,93.0,29.886102,30.417789,0
83.0,8.9,90.9,29.885263900000005,27.8685765,0
84.4,8.2,91.9,29.1297006,28.4441528,0
83.7,8.0,90.4,26.713672000000003,28.211399200000002,1
77.5,9.0,90.4,26.190255,28.0019424,1
81.2,9.2,91.4,27.871150800000002,30.3737738,1
84.6,7.7,91.5,28.061415200000003,29.1126465,1
83.8,9.3,90.10000000000001,28.8138481,25.865277300000002,0
85.6,8.5,92.0,28.6328205,26.646328,0
79.2,9.6,90.7,29.071284,26.0375211,0
82.3,9.3,90.60000000000001,30.495154,27.776601,0
84.9,9.0,92.4,26.212459000000003,28.283455200000002,0
81.7,9.5,90.0,27.315524500000002,24.95853,1
81.2,9.6,90.2,27.572,25.7180044,1
76.1,9.2,89.0,26.5091508,28.317219,1
77.0,8.7,90.0,24.3614877,28.50363,1
85.6,9.8,92.7,28.864,27.923094000000003,0
81.3,10.1,91.2,25.5885966,29.450942400000006,0
80.1,9.8,91.0,24.9589714,27.788306000000002,1
85.5,8.8,91.4,26.281195200000003,25.5027936,0
79.6,8.6,91.2,31.566452400000003,26.3478624,0
80.2,8.4,89.8,27.993876,26.797667,1
82.8,9.5,91.3,23.7065655,29.2271386,1
89.6,9.6,90.7,24.8379424,24.3231097,0
80.5,8.1,89.8,27.0095938,27.0386004,1
86.2,9.5,92.0,25.803541,25.591732,0
81.8,9.8,90.3,29.050984599999996,25.6473672,0
87.8,9.8,90.3,30.5689604,24.7443672,0
83.5,9.8,91.8,29.183037400000003,27.3272994,0
81.7,8.8,91.3,26.659310400000003,28.6259281,1
88.6,8.8,91.2,26.0253792,27.048552,1
81.6,9.4,91.0,28.4395212,29.153306,0
77.3,9.8,89.8,25.5420242,27.6847114,1
80.6,8.5,91.10000000000001,27.862848,29.474220700000004,1
79.5,8.1,91.4,27.267373300000003,27.9216032,0
79.2,10.4,88.9,24.334016000000002,27.1145,1
81.6,9.5,90.9,25.328959,27.4362561,0
78.1,9.3,90.10000000000001,28.570500000000003,25.744453200000002,0
81.8,9.1,91.0,29.2431663,24.547796,0
83.6,10.3,91.9,24.7331604,28.276067700000002,0
85.8,8.2,92.9,28.1221038,24.811081700000003,0
84.3,8.8,91.4,25.1133792,28.1779802,1
83.0,7.7,91.0,29.0745,26.922714,1
82.4,9.5,90.8,24.1259425,27.882228400000002,1
86.0,9.3,92.4,28.570500000000003,28.463727600000002,0
82.0,8.8,90.5,25.480368000000002,26.1236395,1
82.8,8.8,91.4,25.7473104,28.1668294,1
87.0,7.5,92.4,28.302780000000002,25.3310904,0
76.9,7.9,91.2,31.145549100000004,26.047632,0
76.6,8.1,89.9,27.5027292,27.814161000000002,1
82.1,7.6,91.60000000000001,24.4972728,28.7199892,1
80.1,8.9,90.2,27.452165100000002,27.170044,1
81.1,8.1,89.0,26.076625,20.58125,1
80.3,9.1,89.9,28.122187500000003,25.3218633,0
81.1,8.5,92.0,28.269657000000002,25.9325,0
85.9,9.5,89.9,26.2827385,25.6776875,1
79.6,11.3,91.5,26.5730121,26.744718,0
87.1,8.2,92.30000000000001,29.777625,26.401676600000002,0
79.2,8.8,91.3,25.440969600000003,30.547427900000002,1
79.8,9.9,90.4,27.555553300000003,24.3515,0
88.0,7.0,93.30000000000001,30.825594,29.195156100000002,0
87.9,11.5,91.7,23.3049705,29.592323600000004,0
77.6,8.2,89.7,29.548125000000002,28.890845100000003,1
74.2,7.8,88.7,26.8916974,27.7926371,1
80.7,11.1,89.9,24.5030625,27.1760508,1
77.9,10.8,91.60000000000001,25.087500000000002,29.59825,0
87.2,10.0,92.30000000000001,28.0125,24.190260900000002,0
81.7,8.4,91.7,27.6135528,25.2557389,0
75.5,8.8,90.0,23.6360304,25.03125,1
84.7,9.3,90.2,25.244803100000002,21.817125,0
81.5,9.9,88.9,24.2706875,26.1514463,1
80.3,8.1,90.10000000000001,27.0913848,28.3064467,1
83.4,9.6,91.7,24.200803200000003,30.031750000000002,1
84.0,9.0,91.7,25.59375,26.5356875,0
81.5,9.9,91.4,25.284312500000002,25.515863799999998,0
81.0,10.2,90.5,23.5911784,28.073824000000002,1
83.2,9.2,90.5,27.069750000000003,22.5872615,0
85.0,7.6,91.9,29.3755308,26.612677700000003,0
82.6,9.0,92.0,24.323572,27.523364,1
80.7,8.5,90.4,26.3444055,24.4645,0
79.7,9.1,90.10000000000001,26.3041875,26.729696699999998,1
86.4,9.0,90.7,24.403561,23.1063692,1
78.1,8.5,89.4,28.309185,26.8636272,1
85.3,7.9,92.10000000000001,30.5389785,27.090846600000003,0
84.8,9.4,90.9,27.5115054,27.8021286,0
85.0,9.9,91.4,26.964046800000002,26.2942262,0
83.7,9.9,92.80000000000001,28.7111759,26.9912512,0
81.4,7.0,91.4,24.452211,31.388131000000005,1
85.1,9.0,92.10000000000001,25.857286000000002,28.539763800000003,0
80.9,8.5,90.9,30.038809500000003,31.5822051,1
78.4,9.7,91.4,25.2179004,32.825944400000004,1
81.7,8.0,91.10000000000001,28.733164000000002,28.185429000000003,1
76.0,7.7,89.7,27.5886546,27.9054906,1
80.7,9.5,91.3,26.9955165,26.6885421,0
82.0,9.3,91.7,26.6790422,30.753062200000002,1
81.5,9.6,90.5,29.9312592,24.600524500000002,0
83.0,8.8,90.8,27.315494400000002,26.586694,0
80.2,9.0,90.2,26.434408,26.0699648,1
85.7,10.0,91.3,26.36343,24.083114000000002,0
81.7,9.2,89.9,24.349926800000002,25.7092424,1
80.7,10.1,91.9,26.5314678,30.0131615,0
82.1,9.0,90.10000000000001,24.503388,29.623078,1
83.2,7.6,90.7,28.475000400000003,25.738846000000002,1
82.2,10.2,91.4,28.1337114,26.2273214,0
81.4,8.9,91.10000000000001,28.8520077,27.6854722,0
83.1,7.6,92.2,29.2411812,24.163130600000002,0
84.9,8.4,91.5,31.847762800000005,25.4526465,0
82.1,9.3,91.5,26.8891941,28.1641575,0
78.8,9.1,91.3,24.1661286,25.307903500000002,0
83.2,8.7,90.7,28.013487700000002,27.3426941,1
80.6,8.8,91.7,22.3328736,28.158594100000002,1
78.0,8.8,90.3,30.818942400000005,25.5593247,0
84.3,9.6,92.30000000000001,28.4649712,27.2172394,0
77.1,8.8,91.0,26.837241600000002,27.533051,1
84.8,8.4,91.5,28.9768356,26.7916575,0
82.0,8.2,91.8,28.5027984,27.4168962,1
75.1,7.7,90.8,22.3320773,32.3336984,1
83.7,9.2,92.60000000000001,25.8447672,27.892972,0
82.9,9.1,92.10000000000001,28.1457306,29.595506099999998,0
80.5,8.6,90.60000000000001,26.7177738,30.362053200000002,1
84.7,7.3,90.2,28.5335235,24.5960066,1
80.0,7.9,91.2,28.258950900000002,26.959632,1
83.7,10.7,91.0,26.4415514,25.380082,0
81.2,9.8,91.60000000000001,26.609,26.452248,0
83.4,7.9,92.5,31.190493900000003,27.9417525,0
80.9,9.5,90.9,26.80791,25.7402439,0
80.8,8.6,91.3,29.136492,25.7978193,0
83.7,9.4,91.2,28.0086276,24.8353104,0
80.7,10.5,91.10000000000001,24.579743,26.5633935,0
84.7,9.1,91.8,25.341102,30.439503,1
76.7,8.3,88.8,26.067375600000002,26.6833344,1
85.7,9.6,91.0,27.042798400000002,27.144663,0
81.0,9.3,90.7,27.1878692,26.181371300000002,0
80.7,10.0,89.5,28.075590000000002,26.784486,1
80.9,8.6,91.10000000000001,28.2670952,24.597,1
78.5,8.6,90.7,28.880206400000002,26.9445211,1
80.2,9.6,91.0,26.0837448,30.42949,1
86.3,9.0,91.3,27.988051000000002,25.218886,0
81.8,9.1,91.3,27.0372051,26.1652105,0
76.7,6.9,90.2,27.169279900000003,29.941980199999996,1
83.0,9.1,91.4,22.203961200000002,26.1827182,1
84.5,9.4,91.5,26.649627600000002,27.840522,0
78.2,10.0,91.4,25.639020000000002,27.7989444,0
80.5,8.3,91.7,28.4046252,28.169781500000003,0
84.4,8.9,91.8,30.2407361,27.271301400000002,0
82.2,9.0,90.8,29.075592,27.5722372,1
82.6,8.2,91.4,27.069800400000002,27.988508,1
81.9,8.6,90.3,27.9104524,26.5174077,1
75.8,9.9,91.0,25.5466837,29.830255000000005,1
81.6,7.6,90.4,28.3397268,27.5940576,1
84.3,8.0,90.2,27.498984,24.8710264,1
79.5,9.8,91.7,25.9380022,27.0515,0
84.0,9.3,91.60000000000001,26.568478900000002,26.4299892,0
85.2,9.9,91.8,27.5794298,26.107002,0
80.3,9.4,91.8,27.5998404,28.2788982,0
81.5,8.6,91.0,27.107869,27.066949,0
81.2,8.9,90.5,27.8521852,24.7440575,0
85.1,8.9,91.9,27.4855077,27.334644100000002,0
75.5,9.5,89.2,26.465729500000002,25.8571176,1
80.2,9.0,90.9,26.057031000000002,29.365154100000005,1
81.1,8.3,90.5,26.682499200000002,28.121246,1
81.1,8.0,91.0,25.928268000000003,29.608306000000002,1
87.2,8.7,91.7,27.646096500000002,25.2510622,0
82.3,10.1,90.4,28.768,26.138798400000002,0
81.4,8.5,91.5,29.291163,25.151337,0
80.5,9.5,90.8,27.49209,24.859224,0
81.0,8.9,90.3,26.5190278,28.081132800000002,1
77.9,9.0,91.3,26.345592,26.131886,0
78.4,8.7,90.3,27.0226088,26.682566400000002,1
77.3,9.2,90.4,25.080776,27.990913600000003,1
79.6,7.9,90.60000000000001,25.597076700000002,28.4175054,1
81.9,9.6,90.9,27.3404856,28.9992816,1
79.8,10.4,91.2,26.6396032,27.415632000000002,0
79.8,8.2,90.10000000000001,28.9393992,25.645523400000002,1
79.8,10.1,91.4,30.0945644,29.7719048,0
85.7,8.5,90.5,30.362353499999998,24.2142705,0
77.6,8.0,91.8,27.947760000000002,31.491898200000005,1
81.1,9.1,91.8,27.258910200000003,27.192996,0
79.7,8.4,91.5,27.5135256,27.528141,0
82.5,9.6,91.2,28.850798400000002,29.729011200000002,0
84.2,8.5,90.10000000000001,27.818196,25.4917227,1
85.3,7.8,91.10000000000001,29.728875799999997,28.829779300000002,1
81.4,9.4,91.0,27.091574400000002,27.655082,1
83.8,10.5,92.2,27.231986,25.6586146,0
77.7,9.6,91.8,27.6492016,28.8162036,0
80.8,8.5,90.3,26.055174,27.6075996,1
80.9,9.3,91.10000000000001,28.282890300000002,27.4632793,0
84.8,10.0,90.7,25.573140000000002,25.738846000000002,0
81.6,9.3,90.7,26.413654,26.0375211,0
76.6,7.2,89.4,26.0632512,28.3790466,1
80.7,9.5,91.4,28.110205,26.9295476,0
76.7,7.8,90.7,25.557379,28.8138481,1
84.7,9.1,91.9,26.8820388,27.222618,0
73.9,8.9,89.3,27.8299568,26.5613027,1
84.5,7.8,90.5,28.7056402,23.3975985,1
80.7,8.9,91.2,27.252200600000002,25.2356784,0
82.5,9.7,92.2,27.9709668,27.986111400000002,0
83.0,10.4,91.60000000000001,27.612121600000002,27.535876000000002,0
77.5,10.0,90.0,26.86833,27.943920000000002,1
77.3,8.4,90.8,25.4804636,30.9716984,1
81.8,9.3,90.8,28.7474557,28.9673792,0
73.2,10.1,90.0,28.1979441,32.02686,1
81.4,9.0,90.9,28.165592,32.125423500000004,1
75.8,9.5,90.4,29.037287,26.9877448,0
80.0,9.6,90.3,31.121827200000002,28.1140923,0
83.7,9.9,91.2,29.7000234,26.6815632,0
77.9,7.7,89.60000000000001,28.7818167,29.294809599999997,1
74.1,7.7,90.3,30.245140900000006,29.182341300000004,1
76.2,8.7,89.5,28.0023491,29.600514,1
81.4,10.2,91.7,28.9111998,31.043842900000005,0
77.5,8.1,89.3,31.156305600000003,25.7772487,1
80.2,8.7,91.4,31.4205298,31.633357200000003,1
76.1,10.8,91.3,29.1531468,29.8729035,0
80.3,10.8,90.9,25.878882400000002,28.9661031,0
79.2,8.2,90.60000000000001,31.267998000000002,29.7985212,1
77.5,8.5,90.3,27.7847985,28.7749077,1
81.9,9.9,92.30000000000001,29.018777299999996,29.929936400000003,0
79.7,8.3,90.9,29.936657099999998,27.0261153,1
81.8,7.8,90.5,31.021888599999997,28.1874015,1
83.3,10.5,91.4,26.5443575,30.440678600000005,0
76.7,8.4,90.10000000000001,30.6077736,28.941922,1
78.3,8.8,90.2,27.4045056,29.050984599999996,1
83.2,9.3,92.30000000000001,27.375890300000002,30.571606000000003,0
80.8,9.0,90.9,28.409745,27.125923500000003,1
85.0,9.3,92.0,28.1391308,28.46388,0
84.8,9.1,90.9,29.9526408,27.580423500000002,0
76.2,8.5,91.2,30.808690499999997,28.550068800000002,0
81.2,10.1,91.10000000000001,27.1453949,28.5409923,0
81.8,10.3,91.7,28.9118349,29.221030300000002,0
79.6,8.4,90.5,27.368248,29.158647499999997,1
81.4,10.0,91.10000000000001,29.480490000000003,28.007692900000002,0
84.3,8.8,89.5,27.671448,28.290771,1
79.9,9.4,92.5,26.075133,28.58472,0
78.2,9.2,90.4,26.4980732,30.581687200000005,1
78.5,9.3,89.5,28.570500000000003,29.087500000000002,1
79.7,9.9,91.3,30.007714900000003,30.385096500000003,0
79.9,9.6,91.2,29.545341599999997,26.8706208,0
80.9,8.2,90.10000000000001,30.1932036,29.7110156,1
80.9,8.8,90.7,31.0970112,28.183392400000002,1
79.2,10.0,89.7,26.6598,32.062278299999996,1
79.9,10.5,90.8,29.862480500000004,30.085762799999998,0
81.6,8.6,90.60000000000001,31.454944400000002,25.8873192,0
81.3,9.8,89.1,29.7549956,27.3384639,1
85.0,12.2,91.60000000000001,28.0531536,29.4125768,0
78.9,11.0,90.4,27.047278000000002,28.4870288,0
72.7,10.0,89.8,29.29392,31.232889000000004,1
77.1,9.4,90.10000000000001,26.450760600000002,30.337300699999997,1
82.1,8.8,91.4,29.784551999999998,27.408849200000002,0
81.5,9.4,90.60000000000001,28.771026600000003,25.909425600000002,0
79.7,10.9,90.3,28.8596682,25.3500996,0
78.7,9.6,90.7,29.501226399999997,28.968673000000003,0
74.8,9.6,89.60000000000001,26.3703128,28.3988096,1
81.1,9.0,90.5,27.000337000000002,28.6619835,1
79.7,8.6,90.9,25.3133214,30.207615299999997,1
82.8,8.3,92.30000000000001,28.169781500000003,29.1645848,0
76.5,8.4,90.0,26.340587600000003,28.2951,1
80.8,10.7,88.9,29.490789200000002,25.1847477,0
85.0,9.9,90.4,28.4804298,26.6569712,0
81.7,8.2,90.4,28.7378982,26.668,1
79.2,10.6,91.10000000000001,27.8775126,30.4518148,0
85.0,8.3,91.3,28.1921563,28.1360123,1
80.9,8.7,90.5,31.331512300000004,26.4767705,0
82.3,8.7,90.10000000000001,28.0119356,29.458825700000002,1
80.7,9.4,91.10000000000001,26.8602726,28.4419666,1
77.4,10.7,90.8,27.7467602,30.8849844,1
81.8,10.5,90.3,28.0952135,25.872936600000003,1
82.1,10.0,90.4,28.7478,26.8710384,1
84.3,10.1,92.10000000000001,28.8579,27.669510900000002,1
74.6,9.5,90.0,26.5073595,28.017360000000004,1
78.7,8.6,90.0,31.179007799999997,27.98874,1
76.1,8.7,90.0,27.9557861,30.21975,1
77.7,10.3,90.10000000000001,29.4984729,28.7419,1
84.0,9.6,90.3,30.058,26.4791205,1
78.5,10.1,89.9,29.3543278,29.015584599999997,1
81.4,11.2,91.0,27.6041016,28.145026,1
82.6,10.7,89.8,28.550103,27.1222042,1
82.1,9.3,91.3,28.8555701,32.0593559,1
74.3,7.4,88.6,25.0933036,29.063280799999998,1
76.1,9.3,90.10000000000001,30.0624243,28.1660709,1
79.3,10.2,91.0,27.5597098,26.915525000000002,1
82.1,9.2,90.60000000000001,28.692800000000002,29.393267400000003,1
81.4,10.5,91.3,28.8573955,28.6030118,1
84.4,10.6,90.5,26.442285000000002,28.985521,1
80.5,10.4,90.7,27.9577984,30.193939300000004,1
77.0,8.6,90.10000000000001,27.111068,28.9588608,1
79.7,8.4,92.0,28.0508512,29.026644,1
77.4,7.6,89.9,30.690013200000003,26.7003,1
85.7,8.6,89.5,27.4330702,27.361403000000003,1
81.7,7.9,91.3,29.892989099999998,27.285644100000003,1
77.2,10.5,89.7,26.940753,27.4950234,1
77.6,9.6,91.3,28.2914032,29.768912800000003,1
82.7,8.6,91.9,28.986870200000002,29.801883400000005,1
76.6,9.1,90.0,31.366863,26.39151,1
71.0,9.0,89.1,26.194987,27.6369489,1
83.7,9.4,92.10000000000001,26.2577826,26.149860900000004,0
82.2,11.0,90.7,25.539796000000003,26.950870100000003,1
73.0,9.5,88.0,27.343941500000003,25.708584000000002,1
77.4,11.5,90.8,26.613189000000002,27.2237468,0
86.0,8.8,91.2,30.3891168,24.6891168,0
77.7,8.4,89.60000000000001,26.0405976,30.223961600000003,1
78.5,9.0,89.60000000000001,28.372526,25.263974400000002,0
79.0,9.3,89.5,26.9346348,28.751875000000002,1
78.5,10.6,90.5,27.9535026,25.178367,0
85.2,9.8,91.5,28.8962014,25.8323715,0
79.8,9.6,91.0,31.543181599999997,27.332487,0
84.2,10.6,90.8,27.0115842,25.6672532,0
84.0,11.4,90.0,26.0578802,25.90713,0
76.8,9.7,90.3,26.3643492,30.4440129,1
78.7,8.2,90.60000000000001,25.0482726,28.894967400000002,1
75.6,9.0,91.2,27.283711,28.5488832,0
77.8,10.3,90.0,25.9809771,26.83926,0
80.2,9.2,89.9,27.3859156,25.316469299999998,1
83.0,10.2,90.7,31.061191400000002,23.0475049,0
82.5,10.9,91.0,26.6345739,27.901237,0
79.8,9.1,90.0,26.4421737,30.05361,1
79.9,8.3,89.7,24.5624869,27.4225458,1
79.1,9.2,90.3,27.5480844,24.4777113,1
83.7,8.9,90.3,25.817102300000002,28.1542758,1
80.4,8.7,89.1,27.4225941,28.4960511,1
79.0,8.2,89.9,26.6384322,29.137219299999998,1
80.8,11.4,90.7,25.0769896,27.614884800000002,0
80.5,10.2,91.10000000000001,26.6353086,27.8668523,0
80.8,9.8,89.8,24.7727986,27.3569414,1
86.8,10.4,92.0,29.2639872,25.086468000000004,0
